nres,me,ma,name,sasa_sc,sasa_bb,mass_error,class,gyr,linearity
132,3.3660886,3.2677407,1nbwA04,5474.3076,1564.1688,-0.07448364,3,15.278227903278603,0.11574415078241367
132,3.1466675,3.1605628,3dkaB01,6303.8926,1449.4645,-0.09262781,1,15.336478726498102,0.11618544489771289
132,1.6672254,2.1152675,1ty0B01,5698.8438,1653.1272,-0.09665325,3,15.203746378188582,0.11517989680445895
132,3.1066191,3.0920024,1mkiA02,5910.638,1251.5054,-0.07147992,1,13.802027832277355,0.10456081691119208
132,3.1487608,3.0858462,2hy5B00,6149.071,1556.8711,-0.06795599,3,14.320823298712845,0.10849108559630943
132,3.1919734,3.3453627,1c7kA00,4941.7095,1490.756,-0.063248575,3,13.367312094081386,0.10126751586425292
132,3.881338,2.9334962,1orsC00,7965.6836,1260.23,-0.075473346,1,16.36953096216469,0.12401159819821733
132,2.5918472,2.3386414,1p16B02,7988.148,1543.9918,-0.07530249,2,20.4291379680843,0.15476619672791136
132,2.3803692,2.5958607,2qj6A01,6412.7856,2101.187,-0.067931205,2,18.073519601309652,0.13692060304022463
133,3.9408977,3.418916,4iruA01,7063.268,1281.1735,-0.07316876,1,16.513077286786157,0.12415847584049741
133,3.5294201,3.468556,8hbfB02,5866.706,1315.8655,-0.08307855,3,13.975341699437694,0.10507775713862928
133,4.104285,3.1378202,7tj9A02,8240.414,966.87555,-0.07488808,1,16.424696770848293,0.12349396068306986
133,2.4604619,2.8574235,7kcgA01,4887.6787,1664.7958,-0.09069363,2,13.162708475840528,0.09896773290105661
133,2.2963536,2.6614823,6kxkG01,6638.195,1617.1694,-0.07218641,2,14.557567967485832,0.10945539825177318
133,2.8583076,2.807505,6rtqA00,6161.469,2020.6777,-0.0659348,2,15.770965772663573,0.11857869002002686
133,1.8085549,2.1880248,4pswA02,6713.523,1865.6871,-0.06855901,3,15.755226949228303,0.11846035300171656
133,3.181696,3.1466396,5ondB00,6360.466,1509.1752,-0.07144775,3,15.215064972924385,0.11439898475882995
133,3.2381659,3.0620928,3mwnA00,6300.443,1474.2318,-0.08596248,1,14.857052615229764,0.11170716252052454
133,3.3993106,3.1715593,5kagA01,6335.2217,1443.5854,-0.07193344,1,15.663182417972441,0.11776828885693565
133,3.0169268,3.193606,5ln4A00,5629.8857,1652.0823,-0.066993006,2,15.213411840398948,0.11438655519096953
133,2.9951353,3.0435877,6jl7A01,6548.3647,1975.7397,-0.06821563,3,14.376400051793334,0.10809323347213033
133,3.8457556,3.531148,4rg6A03,6642.042,1010.3683,-0.09252372,1,14.619254186518347,0.10991920440991239
133,3.509717,3.7075305,4e5nC01,5878.231,1372.185,-0.072073296,3,13.302985486060146,0.10002244726361012
133,1.7294607,2.1549776,6v9qH01,8285.346,2173.6912,-0.07053981,3,18.298267026566922,0.13758095508696933
133,3.119823,3.0495372,3mkbB00,6140.681,1308.1805,-0.070583574,1,14.255502189300453,0.10718422698722145
133,2.690858,2.7952168,4bj6B01,6545.4634,1511.2982,-0.09458939,1,14.488921840384455,0.10893926195777785
133,2.5332298,2.8643909,3kh8A02,5772.6626,1728.9187,-0.06997336,3,15.660035712895073,0.11774462942026372
133,2.4375079,2.6091218,6xmpA01,6699.273,1736.4155,-0.08045396,2,14.668487101717735,0.11028937670464463
133,3.0245998,3.3042486,3eqvA02,5884.02,1767.2021,-0.072144136,3,14.02978213973232,0.10548708375738587
133,2.388066,2.2573354,5dpqA00,8702.903,2129.952,-0.069054745,2,20.619987641846027,0.15503750106651148
133,3.0477026,3.049493,4d53A00,6152.6772,1350.8141,-0.07280514,3,13.936859720691666,0.10478841895256892
133,3.769251,3.5471704,3ay5A01,6448.013,1130.7361,-0.07865831,1,15.53294283323727,0.11678904385892684
133,2.9146776,3.0019264,2phcB02,5739.9067,1403.3704,-0.07691156,2,13.502526009694334,0.10152275195258897
133,3.4159036,3.1824594,4l9mA01,7023.7485,1524.0482,-0.07153668,1,14.975522153440558,0.11259791092812449
133,3.1735845,3.0627518,3da1A03,6861.9585,1431.9946,-0.069325894,1,15.996139108043932,0.12027172261687168
133,2.719194,2.6544857,3pegA01,7029.8486,1780.1335,-0.07535215,3,14.508164131743511,0.10908394084017678
133,2.4461575,2.428345,2a6mB01,7053.433,1604.1981,-0.07296264,3,19.195988733809365,0.1443307423594689
133,3.0168242,3.1356604,3llzA00,5374.773,1540.6737,-0.06872305,2,13.843936283442742,0.10408974649205069
133,3.5131762,3.5615878,3enhC01,6391.8433,1311.1423,-0.07450964,3,13.654599290224953,0.10266616007687934
133,3.4145424,3.279516,3er9B03,6556.8677,1335.5227,-0.07132508,3,14.900898428231097,0.11203683028745186
133,2.9950016,3.2235014,3d85C00,6162.1226,1683.9823,-0.07163205,1,15.20665391796183,0.11433574374407392
133,2.5716639,2.7761397,3n6rA03,6319.4185,1916.9509,-0.07061448,3,14.621017884822514,0.1099324652994174
133,3.057814,3.0280392,3ungC03,5970.3867,1525.7335,-0.0740125,3,14.875758888475291,0.11184781119154354
133,2.8126192,2.7476466,3rmhB00,7172.016,1468.2797,-0.07593802,2,14.59343787678201,0.10972509681790985
133,3.4667437,2.5445998,4czzB00,9664.338,1607.5242,-0.071157575,1,32.383063857781735,0.24348168314121604
133,2.815369,3.1425204,3hrzA01,5595.272,1812.097,-0.07114053,2,14.831970162868389,0.11151857265314578
133,2.9280324,3.3615308,4pm4A01,5179.453,1680.1897,-0.07122229,3,13.239456511427393,0.09954478580020597
133,2.546931,2.8707361,1d5rA02,6419.581,1539.5228,-0.071313314,2,14.629067999469047,0.10999299247721088
133,2.7710266,2.7154622,3k6sD04,7362.9673,2174.1497,-0.064512,2,18.589774874850832,0.13977274341993107
133,3.464934,3.388842,1ry9A00,6277.586,1406.1582,-0.070163384,3,14.717392797933094,0.11065708870626387
133,1.8808033,2.4773872,2xqyA03,5912.0273,2207.7354,-0.075284965,2,14.957321751592662,0.11246106580144859
133,1.7365644,2.014748,1eybA02,7582.393,2258.4448,-0.0727624,2,15.940612091849074,0.11985422625450431
133,3.3310108,3.3316705,3mcaB02,6534.54,1450.5948,-0.07330106,3,14.734241740028107,0.11078377248141434
133,3.355247,3.5797818,2btvC02,5578.834,1712.3827,-0.06895065,2,14.316074335458882,0.10763965665758558
133,2.7716646,3.0041165,2wzoA01,5571.6133,1691.9866,-0.06939937,3,14.834171596192814,0.11153512478340462
133,2.832065,2.9060364,3ph9A00,6107.446,1294.5796,-0.07078325,3,13.275194673912324,0.09981349378881446
133,3.12525,3.2906823,3h5tA02,5428.1914,1541.2817,-0.07156944,3,13.367716086903588,0.10050914351055329
133,2.6881635,2.8512914,1miuA05,6265.6064,1555.822,-0.09007861,2,13.777105785117438,0.10358726154223638
133,3.8105152,3.783215,1knxA01,5981.3003,1244.8384,-0.086044006,3,13.814112291078658,0.10386550594795983
133,3.5689306,3.378433,1f45B00,7026.1855,1434.6663,-0.0746859,1,16.139420214170553,0.12134902416669588
133,2.85573,3.0139418,1j24A00,5979.2827,1511.0955,-0.0743868,3,14.57622909578864,0.10959570748713264
133,3.6826844,3.14698,2j4bB00,6847.4155,1107.0479,-0.0698109,1,14.7750449053509,0.11109056319812706
133,2.8821871,2.9480338,1v8oH00,6283.1885,1614.9297,-0.071613856,3,14.707650762528289,0.11058384031976157
133,3.3066156,3.2845755,1wpiA00,6506.1387,1239.9542,-0.07104822,3,14.393877537711031,0.10822464314068445
133,2.434938,2.627924,1ocuA00,6992.5615,1655.2605,-0.071677655,3,15.947414027061539,0.11990536862452285
134,2.329199,2.2907372,6lz3A02,7082.8726,1719.8058,-0.0686708,1,15.813490852041753,0.11801112576150562
134,2.5322888,2.3298893,5nqyA02,7157.533,1770.7599,-0.043740068,2,17.26887840494285,0.1288722269025586
134,3.7112658,3.4306304,5fcyA00,6025.516,1285.2743,-0.0704586,1,14.121684228252898,0.10538570319591714
134,3.5575943,3.228304,5o5jG01,6964.566,1353.6104,-0.07331898,1,16.67190089674188,0.12441717087120807
134,3.070853,3.139181,7me5A01,5984.9487,1438.5221,-0.07032428,2,15.053140472472903,0.11233686919755898
134,3.6631997,3.6256676,4uqfA02,6281.825,1285.4047,-0.07891886,3,15.32191473156827,0.11434264725050948
134,3.9369583,3.1544447,6fmhF01,7668.2793,1038.563,-0.07643239,1,15.919290700384433,0.11880067686854055
134,3.7918906,3.6772616,6vwgA01,6024.9673,1275.2849,-0.07125493,3,13.55803133736198,0.10117933833852223
134,3.419801,3.3594332,3w0lB03,6347.6045,1531.6624,-0.07159169,3,14.838157968608959,0.1107325221537982
134,2.360055,2.1397166,3p9aF00,8120.178,1841.335,-0.06896165,1,20.491670987244675,0.15292291781525877
134,3.852375,3.8054967,3omxA01,5980.799,1236.7137,-0.068709426,3,13.561523470135473,0.10120539903086175
134,3.4139166,3.1492555,3nyiA02,6442.3794,1665.5265,-0.0733286,3,14.21650711603014,0.10609333668679209
134,2.6511345,2.8790555,4madA03,6205.594,1738.3712,-0.070356324,2,14.70608172228794,0.10974687852453686
134,2.3586278,2.7147324,4lg3A01,5806.8247,1641.4448,-0.07114207,3,14.814859552469745,0.11055865337663989
134,2.9666455,3.1247306,5lfcA05,5645.7686,1615.6519,-0.06860627,2,14.56294058292766,0.10867866106662433
134,3.6600668,3.0835915,3e9jC00,8591.587,1398.2192,-0.07436247,1,15.524991370848364,0.11585814455856988
134,2.8866663,2.8142743,3j7ye00,6626.8364,1733.5005,-0.07041304,3,14.056161719228692,0.10489672924797531
134,3.4249206,3.6162803,3brsA02,5558.129,1294.5466,-0.07225589,3,12.818707522287173,0.0956619964349789
134,2.7771702,2.8038094,3uw8A02,6168.2373,1450.051,-0.0670075,1,14.483155052796484,0.10808324666266032
134,2.696082,2.6635246,3h0gE01,7629.6367,1890.6907,-0.07027366,3,15.344569922437609,0.11451171583908663
134,2.7661538,2.8248916,2gwfC00,5908.5244,1331.6497,-0.070469394,3,13.459461871309726,0.10044374530828154
134,3.8845522,3.7434943,1t10A02,6053.6465,1565.3169,-0.07050647,3,14.252899598505945,0.10636492237691003
134,3.1785502,3.2303622,4bkmA02,5927.4517,1635.3972,-0.07210152,3,14.33490089672268,0.10697687236360208
134,2.0149753,2.4302135,3zx7A02,6084.8447,1700.738,-0.06947651,2,13.680280851216605,0.1020916481434075
134,2.3104963,2.4343946,1kz7C02,6871.898,1914.4209,-0.08447116,2,16.1507536667538,0.1205280124384612
134,2.6804113,2.5738509,2of7A02,6451.2744,1712.0479,-0.07133242,1,14.663114099900547,0.10942622462612349
134,3.341701,3.4855719,2ozlB02,6145.833,1418.4705,-0.07224584,3,14.066720004042555,0.10497552241822802
134,2.8486357,3.0941238,1pd0A05,5862.938,1590.7185,-0.070250854,3,13.900792253230494,0.10373725562112308
134,4.42592,3.022968,3ajwA00,9419.446,1095.3478,-0.07369598,1,31.105970916409436,0.23213411131648834
134,3.296264,3.1183739,2wmoA01,6537.4424,1296.8036,-0.09109604,1,14.870649055257031,0.11097499294967934
134,3.252111,3.0756733,1sb7A02,6100.4194,1477.7173,-0.08901649,3,15.924112236156228,0.11883665847877782
134,2.652043,2.573416,3dkxA01,7325.1436,1469.2257,-0.07402396,3,14.668449885386162,0.10946604392079225
134,1.8973019,2.1619442,1pswA01,6643.9263,1745.2715,-0.07241918,3,14.174561561514322,0.10578031016055464
134,3.5118878,3.5480459,1eteA00,6315.1235,1427.5227,-0.06971825,1,14.41946803933332,0.10760797044278597
134,3.0408442,3.3251092,1dbqA01,5478.7197,1385.2727,-0.0704405,3,13.546010822049222,0.10108963300036733
134,3.17019,2.7826972,3ayhA00,8154.631,1766.0127,-0.069731526,1,19.42679399638668,0.1449760745999006
134,3.144032,3.1047895,1vsrA00,6310.1665,1595.2184,-0.06926532,3,14.88855089047954,0.11110858873492194
134,3.8433886,3.2733026,4a18O00,8020.962,1530.3679,-0.074172445,3,16.683037547663876,0.12450028020644684
134,1.621918,1.9175621,2k8qA00,8167.125,2300.2917,-0.07124359,2,21.06060637714113,0.15716870430702337
134,3.2069263,3.1961846,1dqgA00,5612.842,1367.7347,-0.06705149,2,12.893659083433569,0.0962213364435341
134,3.6200202,3.6057043,1kyfA01,5976.5825,1745.4296,-0.07064443,2,14.835631525701597,0.11071366810225072
134,2.2558832,2.558208,1yy9A04,6922.207,2076.4949,-0.08384683,2,21.986226048706335,0.16407631379631593
134,2.6923788,2.5926092,2ipcA02,7320.958,1803.9376,-0.07199901,3,15.65681601245102,0.11684191054067926
134,3.2700622,2.828068,2lydA00,8148.756,1680.2067,-0.06757272,2,15.991431991803422,0.11933904471495091
134,2.915075,3.1564436,3iwgA02,6388.7363,1969.3156,-0.07009472,3,14.279621212408726,0.10656433740603527
134,4.6220345,3.2502441,1kmiZ02,9233.228,1038.7555,-0.070548944,1,29.987093221226292,0.22378427777034546
135,2.9467402,2.897934,5t3tJ00,7454.4985,1816.7609,-0.07332163,1,17.203195183716318,0.12743107543493568
135,2.892942,3.044073,5trdA02,6156.4233,1671.576,-0.07236703,2,14.033855436297527,0.10395448471331502
135,3.2299368,2.8330724,5nqpB01,6982.203,1584.0321,-0.046472747,2,17.429458247029288,0.12910709812614288
135,4.1346765,3.475342,6px0A00,7266.5356,980.2685,-0.07196725,1,15.530850396749818,0.11504333627222087
135,2.046063,2.343616,4ydzA00,7604.607,2112.3494,-0.06983263,2,16.937167906310986,0.125460503009711
135,2.8758056,3.1043236,5yvuB01,5604.532,1501.0116,-0.08710635,3,13.50924961340648,0.10006851565486281
135,3.2737765,3.472901,6abiA01,5969.5215,1514.7794,-0.07124574,3,13.441309751210438,0.09956525741637362
135,3.4838748,3.375825,6nqbB01,6948.128,1500.4493,-0.07172194,3,14.401972709299697,0.1066812793281459
135,2.960066,3.0640872,3p3iA00,6288.8735,1735.8168,-0.076185614,3,16.31825422509004,0.12087595722288919
135,2.9201255,2.8525243,4k2jB00,7189.3496,1522.3158,-0.07045667,3,14.541488035720741,0.10771472619052401
135,2.5660272,2.6996279,4o2hA00,5846.5415,2012.9364,-0.07059202,3,16.68034532393164,0.12355811351060474
135,3.9341433,3.7726274,3t05A03,5734.8633,1345.3235,-0.07385137,3,13.509010223173497,0.10006674239387776
135,3.5293462,3.6397984,4q6zA00,5036.499,1719.658,-0.07079592,3,14.179712736809641,0.10503490916155289
135,2.6763968,2.77643,4jg9A00,6358.835,1574.0237,-0.06961908,2,14.121670257288969,0.10460496486880717
135,3.3540173,3.685633,3jy6D02,5515.131,1351.4675,-0.08686058,3,13.35015437439989,0.09889003240296215
135,3.8611636,3.9772263,6iybB00,5803.749,1452.831,-0.07013746,1,14.384281654523733,0.10655023447795357
135,3.5168705,3.135518,3aqbA00,6997.1426,1148.246,-0.07127956,1,15.026883356801132,0.1113102470874158
135,2.6135314,2.527166,2fpnA01,7626.7935,1567.5525,-0.06997389,3,17.294482344337435,0.12810727662472174
135,2.6836088,2.9626877,2gy5A03,6452.2856,1977.806,-0.06449154,2,15.191037374922287,0.11252620277720213
135,2.7954917,2.981626,4a4aA01,5168.699,1702.8328,-0.07754169,2,13.728321962382603,0.1016912737954267
135,2.9633355,3.303755,2nutC00,6100.783,1575.5205,-0.07127747,3,13.730355485955732,0.10170633693300542
135,2.3223238,2.6930835,4hbrA00,6082.4355,1863.5532,-0.06756378,3,15.696500575469361,0.11627037463310638
135,3.3081107,3.2261581,2yrbA01,6843.185,1482.228,-0.06932987,2,15.756095378638875,0.11671181761954723
135,3.8040357,3.6420195,1yavB00,6797.6753,1425.52,-0.07245181,3,16.26649978049194,0.12049259096660697
135,3.0938756,3.3425114,2vjwA00,5471.199,1716.9594,-0.07206645,3,13.601252206500174,0.10075001634444573
135,2.0760844,2.0744824,3h0gC01,8527.297,1854.0204,-0.06880851,3,18.131033759848968,0.13430395377665902
135,2.581428,2.4681718,1vwxZ00,7609.465,1632.5265,-0.07355663,2,15.765562764875892,0.11678194640648809
135,2.5319126,2.9977427,3okyA02,5927.47,1823.0333,-0.06836894,2,16.341005032213513,0.1210444817201001
135,3.972167,3.8766463,2ltcA00,5548.645,1483.9744,-0.07204662,2,13.489439630778092,0.09992177504280068
135,2.9841292,3.137281,2an1D02,5984.104,1456.701,-0.07168676,2,13.435858812150327,0.09952488009000242
135,4.5950613,3.9658413,1he1A00,6122.817,1200.0734,-0.0728153,1,15.243946261942106,0.11291812045883041
135,2.4358332,2.7707276,2fgtA03,6284.754,1802.7991,-0.09825695,3,14.846493532295822,0.10997402616515424
135,3.356834,2.5516605,2a1dD01,8254.356,1235.2733,-0.07071929,1,20.0633616479737,0.14861749368869406
135,3.0873098,3.543206,1zc6B01,4957.448,1964.2544,-0.086749144,3,13.499264605498567,0.09999455263332271
135,2.8643515,3.020653,3cx5B02,6145.538,1693.3395,-0.071956664,3,15.183278423833025,0.11246872906542982
135,1.5644257,2.139588,2aegA02,6394.4155,1827.5295,-0.0702407,3,14.476581368172242,0.10723393606053513
135,3.263608,3.1870453,3a2kA01,6827.2876,1552.91,-0.070976436,3,15.18939114056928,0.11251400844866133
135,2.6197538,2.2699745,1ewqA04,7715.567,1423.7488,-0.07156793,1,20.08201433021228,0.14875566170527615
135,3.5354238,2.7415528,1m6nA04,9017.003,1279.3768,-0.06974183,1,22.498670693520683,0.16665681995200507
135,1.7383252,1.4989525,1kx5A00,10042.576,2301.1218,-0.07354886,1,27.58489704853815,0.2043325707299122
135,2.6509728,2.6660087,1eysC01,6903.605,1636.532,-0.06958231,1,15.689669630858221,0.11621977504339423
135,2.289886,2.5392702,3h1tA01,6020.459,1701.9098,-0.0699318,3,15.8533310272157,0.11743208168307927
135,3.0230088,2.8577635,1vw4L01,6791.7427,1512.3063,-0.07264021,3,15.665499185908246,0.11604073471043146
135,3.1342213,3.3431594,1g8kA04,6128.1445,1425.3341,-0.067334935,2,14.749205492344785,0.10925337401736877
135,3.110706,3.4551294,1vi7A01,4875.9,1638.4976,-0.08346948,3,14.126718289322639,0.10464235769868621
135,3.0496907,3.267459,1mo9A02,5946.1396,1681.7745,-0.0696812,3,15.039204596218358,0.11140151552754339
135,3.7707407,2.691368,1jfiB00,10047.108,1521.7092,-0.085308485,1,27.39500496105495,0.20292596267448113
136,3.3702855,3.1714108,5tseA00,6934.056,1471.8053,-0.071977176,3,17.31251476341488,0.12729790267216826
136,4.405931,3.7676713,6wv5A01,7700.052,1172.3171,-0.07292981,1,15.634773809364477,0.11496157212767998
136,3.1118052,3.3025045,7vvaH01,6604.546,1705.9874,-0.08439465,3,16.246257394956757,0.11945777496291733
136,2.688232,2.8720648,4n81A01,6627.5933,1708.5024,-0.072315454,3,15.446592531058077,0.11357788625777998
136,3.0480456,3.1450803,8c8qB01,6226.8525,1651.2053,-0.06988411,2,14.719190354404262,0.1082293408412078
136,2.7899144,2.932571,4lb8A02,6198.8145,1714.1542,-0.08125309,2,15.385757735294357,0.11313057158304674
136,2.9003103,3.0377753,4m5dA03,6791.952,1661.3016,-0.0719554,3,15.892376103962867,0.1168557066467858
136,3.176432,2.9825618,4cbsA01,7242.5522,1774.6589,-0.07333817,3,18.379624509812913,0.1351442978662714
136,3.18071,3.185837,5b7uA01,6355.609,1761.3701,-0.07136739,3,15.149853313761056,0.11139598024824306
136,3.1746864,3.2096477,4qvxA00,5575.258,1572.4227,-0.06900749,1,13.883023802175115,0.10208105736893468
136,2.759162,3.1594286,6cxhA03,5780.2627,1614.7014,-0.06847798,2,14.478856753071463,0.10646218200787841
136,2.7687998,3.1916347,3gz8C01,5522.629,1486.0479,-0.07093648,3,13.725009075777141,0.10091918438071427
136,2.8546526,2.9664953,3kf6A00,6722.7227,1537.9364,-0.070153266,2,14.805632233779276,0.10886494289543586
136,1.9874128,2.2139723,4gcvC00,8264.773,2310.0396,-0.07062924,1,17.974528692475875,0.1321656521505579
136,3.4634566,3.3307748,4mi8B00,6331.2285,1355.2877,-0.069231674,1,14.170215507920096,0.10419276108764776
136,2.3190908,2.391867,4f7nB01,8350.027,1865.9838,-0.071375504,1,18.290162357919325,0.1344864879258774
136,2.8415132,3.2217565,6l6jA02,5388.637,1668.8519,-0.06964406,3,13.468600103742427,0.09903382429222372
136,1.7939751,2.3856986,2pf2A00,6207.3066,2025.1807,-0.07469566,2,16.525142430225873,0.12150840022224907
136,3.6390982,3.5622146,4jc8A01,6229.2363,1547.8995,-0.072002605,3,14.6513630359046,0.10773061055812205
136,3.319521,3.6288626,2h0aA02,5458.5317,1464.906,-0.0765129,3,13.208626965968255,0.09712225710270776
136,2.925578,3.1539133,2yrxA03,5892.075,1757.0139,-0.06979426,3,14.7954045597077,0.10878973940961545
136,2.9225605,2.8936942,2hq7B00,7190.345,1578.8302,-0.084641926,2,15.509052333198733,0.11403714950881422
136,4.1928763,3.4683616,3ztaA00,7220.9946,1181.7927,-0.072543226,1,17.256269702980994,0.12688433605133084
136,2.915202,2.634309,2lioA00,7925.2515,1533.6423,-0.06781498,3,15.69695507118976,0.11541878728816
136,2.7715127,2.7928421,4hrvA00,6689.826,2043.5211,-0.07626938,3,16.040009253883447,0.11794124451384888
136,3.226441,3.118184,3d7aA01,6519.692,1381.916,-0.07339563,3,14.668678771228743,0.10785793214138782
136,3.192286,3.195497,4bhtA02,5917.3413,1518.2802,-0.070030145,3,14.358586225520096,0.10557783989353012
136,3.35567,3.512488,1qynD00,6369.489,1575.2501,-0.06928697,3,17.119755608538267,0.1258805559451343
136,2.98289,3.1485436,2gjvA00,6363.295,1552.6566,-0.0709418,3,16.25460650325615,0.11951916546511875
136,3.6637733,3.393239,1t3dA01,6480.7935,1279.0917,-0.07090242,1,14.682201930275333,0.10795736713437745
136,3.1711063,3.1427326,2kc5A01,6477.428,1507.513,-0.06959389,3,15.190639871703361,0.11169588140958353
136,3.2928762,3.1200006,2fq4A02,6909.962,1545.919,-0.07222366,1,15.417022587357524,0.11336046020115827
136,3.3518436,2.9337277,3td7A02,7800.8857,1364.6272,-0.070977196,1,17.129140367289015,0.12594956152418393
136,2.6878273,3.00838,2paeA00,6666.1675,1671.6034,-0.07035024,2,15.269037440754252,0.11227233412319303
136,2.9472253,2.866573,2bs9A01,7377.271,1730.0831,-0.072530255,2,17.661868877631967,0.12986668292376446
136,3.3094165,3.3277822,3cueA01,6762.702,1521.7064,-0.070532486,3,14.03080852593158,0.1031677097494969
136,5.1106205,2.5343828,2otoA00,13097.619,1021.9357,-0.07118937,6,58.03577878234574,0.42673366751724806
136,2.3210547,2.472976,2xzmC02,8354.826,1928.3351,-0.074658856,3,23.092432004221656,0.16979729414868866
136,3.6561456,3.5008702,1z6tA05,6750.7954,1297.2173,-0.06909782,1,14.85470712251749,0.10922578766556978
136,2.2431366,2.529371,3amuA02,7339.3457,1863.1003,-0.07089237,2,18.698148219086246,0.13748638396386945
136,2.8223467,2.8211944,2y9wC00,5913.2256,1793.8555,-0.06713849,2,13.732707717564285,0.10097579204091386
136,3.7687013,3.5577912,2fmyA01,7064.2583,1379.4984,-0.07244646,2,15.013009114177587,0.1103897728983646
136,2.7801478,2.7423906,2gqsA02,6565.278,1746.2543,-0.07079027,3,15.229335637729823,0.11198040910095458
136,2.7109516,3.206799,1ym5A01,5924.6006,1678.0933,-0.07208379,3,13.594703677488726,0.09996105645212298
136,3.816567,3.728327,1su0B00,6057.0366,1488.3025,-0.07054067,3,13.682593508800098,0.10060730521176542
136,3.0379152,3.1946378,1uzgA01,5761.083,2037.7988,-0.07070292,2,14.614377045110814,0.10745865474346186
136,3.4673762,3.4764497,1tvgA00,5634.7437,1359.7753,-0.0694759,2,13.608005205619955,0.10005886180602908
136,1.8251433,2.6253228,1np6B01,6415.619,2215.8452,-0.073151775,3,15.110585785918923,0.11110724842587444
136,3.3735511,3.0843222,1efyA01,6866.6025,1537.972,-0.07289377,1,18.644484418221904,0.13709179719280812
136,3.1572092,2.876394,1r5aA02,6550.428,1311.5001,-0.07002423,1,15.105010427181359,0.1110662531410394
137,3.4884224,3.318551,7sglD01,6818.6523,1452.8953,-0.06990384,3,14.583748073998452,0.10645071586860183
137,2.9830992,3.3082027,7l5aA02,6125.94,1509.4883,-0.07306982,3,14.137819259562393,0.1031957610187036
137,3.4238436,3.6123135,7du3B01,5256.996,1850.5244,-0.071148075,3,14.280153991867104,0.1042347006705628
137,3.5787866,3.4499943,6u5uG01,6187.9736,1439.4558,-0.071970515,1,14.48093943001912,0.10570028781035853
137,3.03846,3.1347337,7ou4A02,6132.8535,1551.5192,-0.07021245,3,13.893121389094084,0.10140964517586923
137,3.5418694,3.6446707,6jdbA01,5840.05,1501.507,-0.0721244,3,13.683050492991441,0.09987628097074044
137,3.0541103,3.1339154,5llwA02,6628.8745,1539.8939,-0.06942222,3,15.107344614309003,0.11027258842561316
137,2.9591796,2.9923885,4otpA02,7031.9233,1582.838,-0.07835444,1,14.776769837318467,0.1078596338490399
137,2.8680358,3.3660483,6d1vA02,4984.239,1662.7883,-0.06981584,3,13.235084611251757,0.09660645701643618
137,4.3427305,3.8318098,5tpmB00,6482.3545,1034.729,-0.07061561,1,13.891198154261888,0.10139560696541523
137,2.7816496,3.2200916,5ereA01,5664.8945,1583.9945,-0.09448959,3,13.665674136767471,0.09974944625377716
137,3.3854322,2.9704263,6i3mE01,8122.184,1530.6813,-0.073015265,1,17.213718325210426,0.1256475790161345
137,2.532607,2.8975954,5hbbB01,5708.0635,1819.4375,-0.06905645,2,14.945539364305784,0.10909152820661155
137,3.3856995,3.6417878,5v6fA00,4926.651,1637.9171,-0.076807916,2,13.509586699667679,0.09861012189538451
137,2.9314773,3.1731825,4c98A02,6205.073,1474.8783,-0.070474826,3,14.153984614732524,0.10331375631191624
137,3.08738,3.1260254,4n3nA04,6147.055,1539.5701,-0.08301035,2,14.451986772212916,0.10548895454170011
137,3.67384,3.3870795,4kmwA00,5928.02,1436.8322,-0.080747105,1,14.301586938047581,0.10439114553319402
137,2.9483418,3.1884067,5zy8C00,6315.2915,1812.2076,-0.07531094,3,16.454848656489045,0.12010838435393463
137,3.122264,3.61606,7n7zA01,5195.6826,1722.5449,-0.07285985,3,13.937349162687592,0.10173247564005541
137,3.304821,3.11239,3f2bA08,6471.8447,1530.1674,-0.07223837,1,15.530266625979204,0.11335961040860733
137,2.9602187,3.2181616,6lkkA01,5763.0483,1383.2538,-0.07148077,3,13.841054752159309,0.10102959673108984
137,3.1561735,3.1824,3imqA00,6071.892,1353.6133,-0.071356066,1,13.903438931050726,0.1014849557011002
137,3.2803628,3.3836215,3pyfA02,5925.782,1917.6464,-0.0715077,3,15.334121840654424,0.11192789664711258
137,3.1226456,3.2403398,2r7eA02,7539.101,1922.0392,-0.069398805,2,17.298932885867238,0.12626958310852
137,2.5433888,3.027847,2rqaA00,6461.1147,1869.5356,-0.07042023,2,15.296445608830016,0.11165288765569355
137,3.5154765,3.4954388,2v5dA01,6122.6167,1475.8895,-0.06915012,3,13.505879761205493,0.09858306395040506
137,3.2894638,3.0286403,2q37A00,6549.6587,1505.134,-0.06896522,1,15.57156444191438,0.11366105432054291
137,2.2539253,2.600944,3sluA02,5661.639,2008.0227,-0.08877798,3,15.401109110249383,0.11241685481933857
137,2.3621383,2.7002406,3hqiA01,5975.721,1770.2823,-0.088409126,2,15.187068340777351,0.11085451343633103
137,2.6936145,2.9220898,1arbA02,5543.2544,2095.0652,-0.065997645,2,16.121978444509644,0.11767867477744265
137,3.1702843,3.0682065,2zpaA04,7155.26,1535.4684,-0.072047874,1,15.6738340556114,0.1144075478511781
137,3.2156785,3.080665,4h61A00,7350.0254,1535.2,-0.07014353,3,16.23974680707299,0.11853829786184664
137,2.9883125,2.3362713,3gmiA01,8997.82,1374.2786,-0.07359177,1,18.806268073449953,0.13727202973321134
137,2.8199425,3.0365045,2c1dB00,6187.532,1981.5204,-0.07004284,1,14.487722908932911,0.10574980225498475
