nres,me,ma,name,sasa_sc,sasa_bb,mass_error,class,gyr,linearity
88,2.014485,2.2169049,2cw5A02,3757.9514,1339.3381,-0.07181416,2,11.199470080535868,0.12726670546063487
88,1.4463153,1.5413835,4bwhA00,4434.3813,1537.1866,-0.06536105,3,13.926181300792448,0.15825206023627783
88,1.9701581,2.0542169,2cx6A00,4434.317,1086.7415,-0.067474954,3,12.027817143837167,0.1366797402708769
88,1.7786785,1.9939561,1fs0E01,3927.8345,1301.3307,-0.07194225,2,12.242707918368732,0.13912168089055377
88,1.74281,1.90078,2arzA02,4035.887,1344.691,-0.06860926,3,11.919731926530739,0.13545149916512203
88,2.0701623,2.108807,1j7xA01,4274.0127,1022.79156,-0.07160556,3,11.787908982437866,0.13395351116406665
88,1.7369267,1.6780396,4aybB05,4983.4644,1251.063,-0.07213119,3,13.062211278650741,0.1484342190755766
88,2.1087399,2.0613718,1lfwA03,4130.0894,1024.6532,-0.070599556,3,12.87304294880928,0.1462845789637418
88,1.2729204,1.2445364,2hekA02,5685.0195,1211.4097,-0.07313408,3,20.04569211348086,0.22779195583500977
88,1.442175,1.7072637,2rf4C01,5116.204,1567.6212,-0.07219852,3,15.589707122744171,0.1771557627584565
88,1.95154,2.076669,2q6fA02,3739.7144,1427.7028,-0.06846759,2,11.987520220464015,0.13622182068709107
88,2.3122978,2.1026428,1zbsA03,4828.2856,1126.6572,-0.07078457,1,13.759195816604201,0.15635449791595682
88,1.8638307,1.8688273,2v1yA00,4659.974,972.56836,-0.08289099,3,12.172668826459969,0.1383257821188633
88,1.0061165,1.3605412,3hrzA02,4597.832,1280.7777,-0.06967555,2,12.879860254390666,0.14636204834534847
88,1.8274251,2.0028052,1wktA00,3589.724,1373.7074,-0.066220805,2,11.792430783743068,0.1340048952698076
88,1.6571738,1.7670815,2gu1A01,4100.6924,1203.0845,-0.070685126,3,12.043805476065977,0.1368614258643861
88,1.2132633,1.7010744,2idaA01,3908.7253,1362.784,-0.066089034,3,12.047476861072237,0.13690314614854815
88,1.6058313,1.8088585,1hskA03,4425.96,1365.3776,-0.06993371,3,12.311888877197108,0.13990782814996713
88,1.4827163,1.4952756,4akrB01,5179.083,1296.2965,-0.069462694,1,15.217044619412093,0.17292096158422832
88,1.7252432,1.7906377,1vqzA02,3914.1729,1058.2395,-0.090044186,3,11.637870919889382,0.13224853318056115
88,2.2167714,2.005052,2kvcA01,4848.933,1000.527,-0.071075894,1,11.906463804079756,0.13530072504636087
88,1.9401964,1.9305481,2zyzB01,4448.778,1102.3906,-0.0730863,3,12.65401760325675,0.14379565458246307
88,1.8907297,1.9558342,1x9zA02,4354.8486,1112.8827,-0.07474716,3,11.686280934797306,0.13279864698633304
88,1.9926122,1.1964321,1yx6A01,7175.3784,1390.3986,-0.068208545,1,23.530693149851558,0.26739424033922227
88,1.8362902,1.8923521,1imoA00,3782.028,1030.7721,-0.070452034,3,11.4672706855681,0.13030989415418295
88,0.8578798,1.1249707,1sc3B00,5479.304,1559.4274,-0.068394504,3,15.671322679982417,0.17808321227252746
88,1.9134359,1.8052936,1xl3C00,5112.387,1178.4353,-0.06823807,1,14.02086939187218,0.15932806127127477
88,2.3843427,2.0638683,1uurA03,5033.198,941.15765,-0.07007767,1,12.212368970604473,0.13877692012050538
88,2.4105983,1.9906213,1g1xB00,5480.58,992.6856,-0.07205434,1,13.747729784172366,0.1562242020928678
88,2.6217792,2.2421858,3keyA02,5043.852,776.80817,-0.07292455,3,12.728308770273063,0.14463987238946663
88,1.8683089,1.7445631,1fbsA00,4700.7627,1034.1627,-0.080115736,1,13.007193348482422,0.1478090153236639
88,2.2513556,2.000216,2lwxA00,3985.3733,950.6878,-0.071324065,1,11.791819049950591,0.13399794374943855
88,1.7861395,1.697118,2lc3A00,4833.9546,1249.5052,-0.06733328,1,13.377362810093674,0.1520154864783372
89,1.6483737,1.5597353,7epkA01,4951.6523,1300.3971,-0.074596256,1,12.722627961044392,0.14295087596679093
89,1.5361325,1.5445232,8gweB01,4879.262,1236.1915,-0.07173557,3,16.384727634133178,0.18409806330486717
89,1.5354801,1.548241,7oc3A01,4905.6973,1227.857,-0.069855995,2,13.144112494794618,0.14768665724488333
89,1.3716307,1.5290686,6u7jA02,4832.2393,1201.8855,-0.07024961,2,13.023865951003021,0.14633557248318002
89,1.2366039,1.3643143,7fbiH01,4417.8125,1526.302,-0.06879618,2,12.882654158458138,0.14474892312874313
89,0.3826566,1.2317337,4h4kA01,4304.3394,1597.6763,-0.0761111,3,12.225570141187674,0.13736595664255813
89,1.2688361,1.4622571,4s0sD00,4116.233,1327.3428,-0.08507808,2,13.425431543380277,0.15084754543123907
89,2.5504491,2.165426,7cluA01,4976.734,995.2967,-0.07070823,1,13.337863672258457,0.14986363676694897
89,0.56941414,1.2139411,4r23A01,4090.4424,1780.6492,-0.069736764,3,13.138941480916849,0.14762855596535784
89,1.8924543,1.410889,5mmjn01,6540.1255,1053.4291,-0.07308423,1,18.335275353477172,0.20601432981435025
89,1.8876898,1.7769928,2wbrA00,4917.804,1257.8358,-0.06796885,3,13.172743996457534,0.1480083595107588
89,2.1943662,2.049458,4ls4A00,4956.248,1054.2854,-0.073753774,3,12.307425422997717,0.1382856789100867
89,0.58718693,1.0767616,3wcyA03,4648.932,1553.2979,-0.09557625,2,12.87840151450121,0.14470114061237316
89,2.05285,1.782567,3ajfA00,5299.742,1031.4547,-0.07195969,1,12.851970176943892,0.1444041592915044
89,1.3393087,1.5498667,3weeA03,4480.433,1492.9327,-0.069703855,3,12.717437502445204,0.14289255620724947
89,0.8032476,1.079189,3lx6A02,4958.911,1283.1095,-0.073329076,3,12.964162012662339,0.1456647417153072
89,1.6882354,1.806991,7l0jB01,4863.701,1383.9117,-0.06672097,2,13.30623505996203,0.14950825910069696
89,1.892114,1.4696621,5uagE00,5483.703,1193.3098,-0.08010688,3,17.122942041299286,0.19239260720560997
89,2.0718672,2.0368283,7mhwA01,3408.4473,1407.851,-0.068982676,2,11.377239061091899,0.12783414675384155
89,1.6857147,1.5327686,3rhiB00,5759.829,1429.1166,-0.0717142,4,17.94422595874394,0.20162051639038134
89,2.1561728,1.8997567,2lu1A00,5931.2593,1053.135,-0.072587736,3,13.59438660865293,0.15274591695115652
89,1.5214572,1.7240335,3gniB01,4717.031,1298.0498,-0.070134014,3,12.885064930628966,0.14477601045650523
89,2.233775,2.260842,4efoA00,4720.7876,1088.6061,-0.0720924,3,12.483414937609652,0.1402630891866253
89,0.6457689,0.8965808,2j01100,5540.24,1688.7529,-0.08739529,2,21.235799151310378,0.23860448484618402
89,2.0191002,1.6574343,3veaA01,5418.896,922.2512,-0.069779225,1,14.193029849673879,0.15947224550195369
89,1.5420411,1.6114788,3lz8B02,4799.5337,1297.4695,-0.09023037,2,15.952567903166772,0.17924233599063788
89,2.217115,2.279268,2dnfA01,4432.629,1104.5796,-0.073171005,3,11.725384168366865,0.13174588953221197
89,1.1980156,1.5660305,2p9bA04,3998.8525,1651.7328,-0.07104208,1,13.384996543220298,0.15039321958674493
89,0.060058113,0.719096,4k0mC02,4317.653,2355.1243,-0.07203032,3,13.169364620930681,0.14797038899922113
89,2.089117,1.9754153,2yviA00,4501.59,981.97955,-0.07076865,1,12.18897168135633,0.13695473799276775
89,2.3258183,2.271941,2pjqA01,4505.5347,1102.0625,-0.07050153,1,12.284136928344155,0.1380240104308332
89,1.4241319,1.6184865,2f15A00,4728.538,1284.5979,-0.06949029,2,13.350346029541036,0.15000388797237119
89,1.7948017,1.5827433,2ko6A00,6119.399,1381.8702,-0.071217276,1,14.478492810888635,0.1626796945043667
89,2.0738144,1.5143757,1vf5B02,6453.156,1034.6901,-0.07630175,1,16.81568622476128,0.1889402946602391
89,1.6496599,1.6987445,2hraA01,4585.673,1267.3478,-0.07434817,3,12.88287799614852,0.14475143815897215
89,2.0276685,2.1491814,1kzlA01,4017.0505,1270.2015,-0.07050303,2,11.826115984312953,0.13287770768890958
89,1.6023881,1.7165232,1ru3A04,4445.0654,1092.0365,-0.06847974,3,12.193898433091,0.13701009475383147
89,1.4762263,1.6053798,3g4nA01,4195.565,1327.7523,-0.06867143,3,12.72064182656311,0.1429285598490237
89,1.921689,1.8953115,1ibxB00,5167.9927,1300.4784,-0.06848151,3,13.068978410168414,0.14684245404683613
89,1.2504582,1.3908839,2pf4F02,5166.064,1319.4227,-0.07749184,1,12.522930071426254,0.14070707945422758
89,1.8274709,1.5996035,1uhzA00,4912.9155,1433.5526,-0.07212641,3,14.092392047569941,0.15834148368056114
89,2.5188801,1.7555667,1ydxA02,6510.8975,877.4179,-0.074312136,1,20.006324901650622,0.22479016743427666
89,1.5393549,1.6390176,2ofqA01,4727.5796,1145.0952,-0.06926841,2,12.21356965167024,0.13723111968168808
89,1.3007572,1.5096273,1citA00,4930.435,1503.8146,-0.079100385,3,13.818261668388066,0.15526136706054008
89,2.22489,1.9398522,1fpwA01,5606.9053,1085.1313,-0.06774663,1,13.312066938992379,0.14957378583137504
89,2.221429,2.135017,2gzoA02,4803.047,1283.5425,-0.07134543,3,12.6111091615352,0.14169785574758653
89,1.7073625,2.0088816,2ghfA01,4169.2344,1166.237,-0.067159265,3,12.065629354088673,0.13556886914706373
89,1.5901387,1.7657481,1op4A01,4676.779,1135.4037,-0.06938887,2,13.499761636465582,0.1516827150164672
89,2.0969288,2.0370154,1r5bA02,4064.4343,1004.0495,-0.07209974,2,11.360416608974765,0.1276451304379187
89,1.8165433,1.888199,1o7dC02,5010.293,1218.4552,-0.081806175,2,13.05065595848806,0.14663658380323663
89,1.278194,1.5777241,4dk0A02,4424.181,1341.5153,-0.07197238,2,12.391028228727444,0.13922503627783644
89,2.257783,2.1474912,2dgzA01,4385.814,891.18884,-0.0731665,1,12.161552891175775,0.1366466616986042
89,1.6640649,1.8881385,1uouA03,4407.5317,1218.0928,-0.082570076,3,13.357055105302452,0.15007927084609496
89,2.5563073,2.313097,1te4A01,4537.7466,849.03345,-0.0688131,1,11.640171832414413,0.13078844755521812
89,1.7309706,1.6764604,1ru8A02,4909.48,1198.7295,-0.07235877,3,14.344023091195622,0.1611687987774789
89,1.8707533,1.7476703,1tbxB00,4854.2393,963.406,-0.07237399,1,12.26109158419041,0.13776507397966753
89,1.9189928,1.929903,1f00I02,3816.6929,1195.4484,-0.071100906,2,12.28158920661174,0.13799538434395214
89,1.7340342,1.7777007,2c1dA02,4257.1484,1307.7902,-0.06864781,1,12.417169738890845,0.1395187611111331
89,2.2919264,1.7221119,1fs0G02,6253.1187,979.8757,-0.070399374,1,19.43701167347526,0.2183933895896097
89,2.2536047,2.128833,1dgnA00,4579.637,1060.2665,-0.07093893,1,11.830539078961095,0.13292740538158535
89,0.5987195,0.6557298,2pohF02,5923.1406,1958.31,-0.07625568,6,20.984290387445974,0.23577854367916826
89,2.036685,1.7330508,1f36A00,5910.0967,1292.6182,-0.07054528,1,16.81563370968723,0.18893970460322732
89,1.9421676,2.0221398,2eqsA01,4638.665,1284.4165,-0.071709305,2,12.094541703356125,0.1358937270040014
89,1.8168408,1.9022626,1d0cA03,4531.0693,1071.1041,-0.070230916,3,12.530730901824798,0.1407947292339865
90,1.1878777,1.6471163,6oyyB00,4624.81,1579.2844,-0.071543895,2,13.382611384145306,0.14869568204605896
90,1.9366578,1.9216591,7lzaA02,4399.894,1252.9116,-0.07324261,1,12.245036444792575,0.13605596049769528
90,2.448482,2.1866763,5zuiA03,5132.9067,910.8537,-0.07563974,1,12.936853928541268,0.1437428214282363
90,1.6987739,1.9584261,6cl6A01,3637.1758,1322.7689,-0.06650921,2,13.54672951175913,0.15051921679732366
90,1.4609083,1.4520271,5xftA01,4678.552,1051.1569,-0.071598426,3,12.465862202570436,0.1385095800285604
90,1.5823901,1.6958765,5o2cA03,4873.847,1199.1375,-0.06977646,3,12.897606668478337,0.1433067407608704
90,1.4288652,1.5342985,5utkA01,4430.5537,1220.3381,-0.08997756,2,12.85217289643234,0.14280192107147044
90,1.6674203,1.8771316,6ncyA02,4509.8643,1244.6564,-0.07400812,2,13.232636212917246,0.14702929125463607
90,1.454149,1.4425565,7z4wa01,5634.459,1435.925,-0.07109989,1,15.682315801819188,0.17424795335354654
90,1.2279782,1.471547,4a17K02,5233.512,1319.6616,-0.07534869,3,15.030404964317647,0.16700449960352942
90,1.3322048,1.5609206,5ihbA02,3933.4558,1351.355,-0.07129844,2,13.416813011240066,0.14907570012488963
90,1.2489258,1.3979934,5iqaA01,4918.452,1210.1172,-0.08945759,3,13.186710960502952,0.146519010672255
90,1.5938869,1.879348,4jcwA02,3940.328,1375.159,-0.07170129,2,12.103276354929557,0.1344808483881062
90,2.3215823,2.2439103,5y3aE00,4697.706,1168.2036,-0.07521115,3,12.835435016600183,0.14261594462889093
90,1.6363463,1.8022811,4gn1A01,4982.414,1152.5323,-0.07006887,3,12.376168388756284,0.13751298209729204
90,0.10447598,0.7455523,4dx8J01,6113.9497,1809.5104,-0.07386755,3,13.905447703445475,0.1545049744827275
90,2.4522583,2.280021,3uswA03,4801.235,934.7848,-0.07426551,1,12.232862458448027,0.13592069398275586
90,1.1307836,1.2741057,4bs9A04,5409.218,1229.4943,-0.06663361,3,14.075387271290943,0.1563931919032327
90,1.1598563,1.3280606,3wcyA02,4718.8257,1141.6908,-0.07138249,2,13.234289839549515,0.1470476648838835
90,2.1103992,1.979192,4lrkA02,4661.035,968.98364,-0.071100056,1,13.493747057395883,0.14993052285995426
90,2.0755372,2.0455897,3vmaA03,4487.662,1037.6053,-0.069844425,3,12.002443825926807,0.1333604869547423
90,1.197526,1.4815043,3mx7A00,4157.6826,1359.2507,-0.07157847,2,12.658210805534742,0.1406467867281638
90,2.2808108,2.1108668,3eujB00,5085.707,1051.4169,-0.068420544,1,13.058029679007838,0.14508921865564264
90,1.6166291,1.7118623,4ns5A02,5138.2393,1133.6868,-0.068946704,2,12.775722138153991,0.141952468201711
90,1.2275298,1.6122191,3v8uA03,4819.357,1447.326,-0.090288766,2,13.182057125758698,0.14646730139731887
90,1.3717123,1.4500759,2pvhA02,5099.2905,1235.2998,-0.07422425,3,12.714818615371751,0.14127576239301945
90,1.3904787,1.5523286,2hv2A01,5211.2495,1486.1085,-0.069544695,3,14.744089870354575,0.1638232207817175
90,1.7213006,1.8679032,3lklA00,4545.3013,1213.2238,-0.07745224,3,12.825535765147029,0.1425059529460781
90,0.26584944,0.3290184,3ifqC00,7017.6895,2186.7456,-0.06637756,4,43.200451275740775,0.4800050141748975
90,1.6855758,1.7093652,2e8yA04,4675.1836,1076.9193,-0.07084719,2,12.98979673253666,0.1443310748059629
90,2.2274895,2.0562127,3ztdF01,4370.6724,1040.6033,-0.084782064,2,12.335425958864542,0.13706028843182824
90,1.862545,1.7913839,2gy5A02,4504.9883,1041.8209,-0.07169569,2,12.771051040959359,0.14190056712177065
90,2.4065645,2.3676775,3lkmA02,4305.082,1131.808,-0.06951897,3,12.159751688913461,0.13510835209903846
90,2.8388984,1.7733974,1n73D00,7440.346,861.8084,-0.073634155,1,23.72304242004366,0.26358936022270735
90,2.4097183,2.2254117,2qklB00,4691.188,928.06134,-0.06850071,1,12.834635526472567,0.14260706140525076
90,1.5174695,1.8635752,5fclE01,4136.7134,1551.9827,-0.088944726,3,12.202165167270723,0.1355796129696747
90,3.6118014,1.8611403,1x79B00,8285.339,584.69855,-0.07133544,1,38.50154874433361,0.42779498604815125
90,1.8759276,1.7728096,3qwgB00,4404.9316,1181.3363,-0.06960337,1,12.400900020375197,0.13778777800416886
90,1.7291586,1.6771668,1rifA01,5124.2646,1236.9465,-0.066812955,3,14.905144373180908,0.16561271525756566
90,2.6199272,2.5196855,3jtnB00,4011.2183,1062.3032,-0.068837434,3,11.486957561962953,0.12763286179958835
90,1.9347438,1.6380875,2n98A00,4922.8545,1321.4185,-0.06910169,1,13.020896166840583,0.14467662407600648
90,1.5958964,1.7508343,5a5gA03,4521.3687,1371.2848,-0.07362047,3,12.918799879238946,0.14354222088043272
90,1.9422206,2.15125,1qmiA02,4422.7026,1203.9788,-0.07217369,3,12.95408978583065,0.1439343309536739
90,1.936553,2.079676,3lsoA02,4277.7563,1195.1307,-0.07624982,2,13.09058376643814,0.14545093073820156
90,2.360573,2.0858343,3ma5A00,4552.3604,828.2112,-0.07372898,1,12.206409813391994,0.1356267757043555
90,1.1618143,1.4748832,2cfxA02,5140.3125,1419.6842,-0.080746986,3,13.619610622119312,0.1513290069124368
90,0.99359787,1.0559225,2lz1A00,6549.1167,1487.4176,-0.070026934,1,13.828715012026885,0.15365238902252096
90,1.7845346,1.7334906,2g1eA00,4593.4087,1255.1832,-0.072611,3,12.169437325512355,0.1352159702834706
90,1.294435,1.4093633,3g2bA00,6158.218,1567.0168,-0.07050918,1,18.806572365314217,0.20896191517015797
90,1.4906439,1.6953063,4bfiB02,4810.294,1453.3142,-0.069718786,2,14.030879152150698,0.15589865724611887
90,1.8083842,1.8965918,3u83A03,4183.13,1162.3207,-0.06848188,2,13.143220101485587,0.1460357789053954
90,2.2614844,2.0156033,1t4lB00,5068.639,1162.4711,-0.0715646,3,14.04034774162761,0.15600386379586234
90,2.3237927,2.356043,1ewwA00,3777.9512,1207.4401,-0.06587409,2,11.422686533720395,0.12691873926355995
90,1.7730503,1.8790171,1z2zA02,4601.0454,1065.8008,-0.073671155,3,11.939460861420155,0.13266067623800173
90,2.0997896,2.016783,2llzA01,4427.4946,947.6365,-0.06900046,3,12.66926301606353,0.14076958906737255
90,0.57620627,0.9713963,3e07A00,6093.6694,1729.6332,-0.06912641,2,18.298457990709863,0.20331619989677627
90,1.2814608,1.0543706,3nrtA00,6400.2783,1270.3987,-0.0702453,6,16.161433684526653,0.17957148538362946
90,1.9789301,1.744956,2wicA02,4992.686,1039.5375,-0.07032634,1,14.554425160037956,0.16171583511153284
90,1.573743,1.498969,1s7mA02,5162.519,1507.4912,-0.06877089,3,15.040882233852946,0.16712091370947718
90,2.298778,2.0124304,1ygmA01,5017.9834,886.79736,-0.07158834,1,11.812902495957308,0.13125447217730343
90,1.3295054,1.5415596,1oqjA00,4489.1387,1320.1143,-0.08513276,3,11.932537473391568,0.13258374970435075
90,1.6935462,1.2529628,1zzaA00,5743.951,1317.0664,-0.07080385,4,17.33299507764739,0.1925888341960821
90,1.827226,1.8665713,2n5hA00,4345.017,1088.7565,-0.07339249,1,12.223009868635147,0.13581122076261273
90,2.435465,2.3099158,1y9qA02,4586.4434,915.0487,-0.068627514,2,12.540314919422876,0.13933683243803197
90,1.3121403,1.4979888,2qaiB00,4781.4644,1251.6183,-0.0994036,3,13.802084820441399,0.15335649800490445
90,1.8089011,1.8753959,1sotB01,4983.007,1275.8492,-0.07254061,2,14.931967269732095,0.16591074744146772
90,2.310972,1.8874645,1txuA01,6269.9893,959.1303,-0.06995799,1,13.57571749866415,0.15084130554071276
90,2.0470006,1.993208,1rp5A03,4318.4243,1028.3766,-0.09903022,3,12.204679376302131,0.13560754862557925
90,1.8603567,2.0130243,2b7cB00,4332.7603,1198.8824,-0.06849484,3,12.99755523467719,0.1444172803853021
90,2.2363167,2.0977197,1g8qA00,4693.8413,1071.7726,-0.06930865,1,12.724718925737701,0.14138576584153
90,2.2242713,1.6580404,1yvwA00,5726.9736,948.9585,-0.07281931,1,14.443331729179532,0.16048146365755034
90,1.8783629,1.9338082,1xdsB01,5603.765,1398.7114,-0.07420767,1,15.028454123973997,0.1669828235997111
90,2.155939,2.0458748,1y8xB00,4734.2793,1089.1221,-0.07330445,3,12.167553163047447,0.13519503514497164
90,1.9574069,1.8486542,1t5yA01,5116.877,1107.8573,-0.071842134,3,12.840285554155345,0.14266983949061496
90,2.1051002,2.150105,2ek0A00,4518.507,1055.021,-0.07993964,3,12.997533692648087,0.14441704102942318
90,2.530173,1.3104666,1ytzT00,8484.791,929.38574,-0.07263618,1,23.386232232568318,0.25984702480631466
90,1.737421,1.8615025,1sr8A03,4447.713,994.38214,-0.08162614,3,11.712850384451116,0.13014278204945684
90,2.3560848,1.697147,1hqiA00,6262.262,954.4137,-0.06765822,3,14.31465971716337,0.15905177463514855
91,2.5424025,2.3806312,6vvoC03,4266.5396,928.5985,-0.07351833,1,12.06456372520357,0.13257762335388537
91,1.4996438,1.4734533,7nkyO01,5106.3374,1379.5538,-0.06886616,2,13.809645859360993,0.15175435010286806
91,1.4450524,1.2117441,5i2mA02,5800.723,1289.7506,-0.06861373,6,16.03519654519434,0.17621095104609164
91,1.8450814,1.9490064,4o95A01,4132.408,1430.0769,-0.06981892,3,12.114344634902071,0.13312466631760517
91,1.5739146,1.666176,4j0eA02,4118.0576,1197.2677,-0.06902032,1,12.604964282490485,0.13851609101637896
91,1.8725655,1.8401197,7ou4A01,4717.8086,1118.2498,-0.072488375,3,12.297856662134917,0.1351412820014826
91,1.5948846,1.8486861,5h4sA01,4089.5916,1438.8549,-0.06601928,2,13.148425410766906,0.14448819132710886
91,1.4554969,1.5026022,5xymT00,5448.153,1375.2394,-0.07769678,3,14.515227506793584,0.15950799458014928
91,1.1777062,1.4394827,4uhvA02,5493.2646,1368.266,-0.06744221,3,13.351140662027996,0.1467158314508571
91,2.1268337,1.9288672,5flxD01,5686.9263,1214.8964,-0.07393941,3,13.813995568677514,0.15180214910634632
91,1.9301225,1.9296193,5vyvB01,4836.315,1164.9633,-0.070990995,1,12.410556734248992,0.13637974433240652
91,1.532486,1.7017076,3ju5A01,4645.0195,1298.3618,-0.068414524,1,12.66496292884207,0.1391754168004623
91,2.8210182,2.3947206,4p2zA00,4777.5474,854.1324,-0.07273586,1,13.97382800266506,0.15355854947983583
91,2.3532891,2.3344111,5j47A01,4807.4556,1100.2417,-0.07664343,1,13.495887440451508,0.148306455389577
91,2.2405503,1.4167908,5z62B01,7440.131,1204.7543,-0.074295975,1,20.360958721770622,0.22374679914033652
91,2.4192011,2.440799,7b8qA01,4373.381,1129.5686,-0.06748915,3,12.804033499593386,0.14070366483069655
91,1.8589675,2.0212612,7d27A01,4513.5107,1108.8729,-0.069207676,3,11.919227272567138,0.13098051947875977
91,2.1354148,2.190032,4lq4A02,4243.9966,1067.0533,-0.07690057,3,11.82088851353651,0.1298998737751265
91,2.554407,2.1821077,4it4A02,5727.032,900.3939,-0.073508725,1,14.743055900584473,0.16201160330312608
91,0.26071513,0.62841123,3u5eB01,7103.4507,2131.8352,-0.07211917,4,20.200910226234157,0.22198802446411162
91,2.0863853,2.216011,3ncvA02,3779.3662,1329.5171,-0.07083773,3,11.921007286952033,0.13100008007639596
91,2.0795279,1.8983185,3sfzA02,5027.1094,951.74963,-0.07285048,1,12.460642322591054,0.13693013541308852
91,2.1371558,2.0069292,3u61D03,4615.9106,1076.2422,-0.070419736,1,12.182204156218416,0.1338703753430595
91,1.7259516,2.01115,5u6kE01,4455.386,1294.2823,-0.07298382,3,12.259726273130328,0.1347222667376959
91,1.6132706,1.6610314,5e4qA02,4407.8247,1392.286,-0.068959765,2,13.238921782338181,0.14548265694877122
91,1.2733977,1.5554075,3lnnA01,4384.219,1381.8265,-0.09061354,2,13.79598197730621,0.1516041975528155
91,2.3694975,2.0707262,3d8lA00,5021.0195,1120.7606,-0.069464624,1,12.959869172754065,0.14241614475553918
91,1.8097212,1.8695598,4hl9A00,4822.3564,1071.1047,-0.07220596,3,13.101372568809198,0.14397112712977142
91,1.9011106,1.8079801,2vqeC01,5046.754,1253.3394,-0.07336482,3,13.019731988338886,0.14307397789383391
91,2.0646977,2.1656382,7ar7E02,4402.8726,1278.7039,-0.069377035,3,12.808409961041923,0.1407517578136475
91,1.5213332,1.437935,2xglA00,5085.272,1021.10986,-0.07481339,3,13.83159778754573,0.1519955800829201
91,2.256766,2.1811967,1xxmC02,4258.8555,1096.7198,-0.06750847,3,12.891777741384649,0.14166788726796317
91,2.174471,1.8869255,4aybL00,5007.3145,1004.5235,-0.07418859,3,14.316418993049364,0.1573232856379051
91,1.6002764,1.6049639,3gzfD00,4706.4937,1186.554,-0.067893356,1,12.765770183021239,0.1402831888244092
91,1.8465511,1.6708423,2jz5A00,5117.548,1190.7274,-0.0692113,3,13.308673292703565,0.14624915706267655
91,3.5912101,1.8501445,5k7bB00,8432.936,646.32153,-0.06981088,6,38.671458257647835,0.4249610797543718
91,2.284541,1.775023,5n5fA00,6190.7554,953.30585,-0.06939584,6,17.040451306191265,0.18725770666144248
91,2.1070294,2.291594,5is2A01,4410.785,1217.1135,-0.095497705,3,12.701011757795163,0.1395715577779688
91,2.0071938,2.087583,2zxdA02,3954.9075,1199.7158,-0.073873654,2,11.842328729452186,0.1301354805434306
91,1.9374567,2.0590053,3mk7C03,3839.1016,1419.3271,-0.06921694,1,11.568021500418228,0.12712111538921128
91,2.2004817,2.123126,2hraA02,4615.9443,1146.8519,-0.07219636,1,12.167036745054409,0.13370370049510338
91,0.8662043,1.1920061,2hz7A04,5385.1284,1491.9941,-0.0704573,2,15.46354103437356,0.1699290223557534
91,1.8863145,1.6272354,3kxeA00,5314.199,1124.734,-0.06918749,3,13.348642017140437,0.14668837381473007
91,1.6563512,1.7784154,2g7cA02,4665.6807,1211.4406,-0.06659084,2,13.612409175788876,0.14958691401965798
91,1.6056417,1.8346227,5e3qA01,4283.4585,1325.4938,-0.07321455,3,13.279650831552745,0.14593022891816204
91,1.940992,2.0852149,1zr6A01,3888.517,1327.1638,-0.064649194,3,11.895392993030887,0.13071860431902074
91,2.2828472,2.080716,2jn9A01,4962.2847,934.7013,-0.07035274,2,12.330124734415035,0.13549587620236303
91,1.9932799,2.0234137,2c35B02,4623.4473,1090.4911,-0.096096724,2,12.557053792614004,0.1379896021166374
91,2.469608,1.955102,4hw0C00,5686.751,882.13086,-0.07438714,1,16.41093463282454,0.18033994102004988
91,2.5740352,2.0609326,1ng6A01,5618.074,753.2738,-0.074510746,1,13.97227484833675,0.15354148184985442
91,1.4130712,1.7321538,3vpsB02,4189.437,1292.4331,-0.07023676,3,12.233450480282283,0.13443352176134377
91,2.462884,2.3494341,1eg3A03,4545.7017,968.60986,-0.07125686,1,12.351757746812446,0.13573360161332357
91,1.3485839,1.4717433,2l0bA00,5074.7134,1380.4628,-0.06501407,3,14.249937294534687,0.1565927175223592
91,1.3194956,1.5567583,2zixB02,5466.1494,1583.4872,-0.072397515,4,14.10511224331535,0.15500123344302583
91,1.5102406,1.5138302,1whkA00,4960.568,1849.3099,-0.06805238,2,14.400052400043595,0.15824233406641314
91,1.8574386,1.9050838,1feuA01,5006.95,1031.4191,-0.072765,2,12.180304076755352,0.1338494953489599
91,2.4208844,1.8950171,4m70B00,5560.77,811.58887,-0.071655735,1,13.976846987164615,0.15359172513367708
91,0.67468524,1.0967151,1x31D00,4828.8857,1524.9845,-0.06698023,3,14.470706039522815,0.1590187476870639
91,2.3890414,2.0789974,1k8iB01,5202.4805,1092.1974,-0.068353675,3,14.943164261840522,0.16421059628396178
91,1.4544101,1.571536,1efdN01,3962.137,1153.483,-0.0916054,3,11.581410063005686,0.12726824245061194
91,1.6106524,1.670056,1xhhA00,5266.2344,1358.2623,-0.06712103,2,13.382846046329798,0.14706424226736042
91,1.947343,1.8998059,1pu1A00,5448.028,1240.2017,-0.0691947,3,14.808736799179378,0.1627333714195536
91,2.1325536,1.7549895,1v85A00,4912.535,1299.5945,-0.070300035,1,13.07855864476304,0.14372042466772572
91,1.8460844,1.6136085,2hztA00,5618.131,1234.6444,-0.08129228,1,14.48383826151232,0.1591630578188167
91,1.9530783,1.7479217,2e1mA05,4718.567,1049.0474,-0.06708166,1,13.305053315609193,0.14620937709460652
91,1.8900892,1.687766,2kc1A00,4672.2373,1070.0962,-0.06936105,3,11.70513678883288,0.1286278768003613
91,1.6863098,1.7446494,1repC02,4735.0405,986.0827,-0.07116036,1,12.726061047355985,0.13984682469621962
